Column1,Gender,EthnicGroup,ParentEduc,LaunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
313,female,group C,master's degree,free/reduced,completed,married,sometimes,no,1,school_bus,< 5,61,83,82
314,male,group A,bachelor's degree,free/reduced,completed,single,regularly,no,1,school_bus,< 5,68,62,71
315,female,group C,high school,free/reduced,completed,married,sometimes,no,3,school_bus,< 5,41,63,56
316,male,group B,master's degree,standard,none,divorced,sometimes,yes,1,school_bus,< 5,76,63,68
317,female,group B,bachelor's degree,standard,completed,divorced,sometimes,yes,2,private,> 10,67,80,87
318,male,group B,High School,free/reduced,none,married,sometimes,yes,3,school_bus,> 10,52,51,51
319,female,group C,high school,standard,completed,single,sometimes,yes,1,private,> 10,82,85,90
320,male,group C,High School,standard,none,married,never,yes,4,school_bus,< 5,69,67,66
321,female,group C,bachelor's degree,standard,completed,married,regularly,yes,2,school_bus,< 5,44,64,64
322,female,group B,bachelor's degree,standard,none,single,never,yes,0,school_bus,> 10,56,70,63
323,female,group D,bachelor's degree,free/reduced,none,married,regularly,no,2,private,< 5,41,55,57
324,female,group B,high school,free/reduced,none,single,sometimes,no,1,school_bus,< 5,65,66,68
325,female,group C,bachelor's degree,free/reduced,completed,married,sometimes,no,1,private,> 10,81,92,99
326,male,group D,associate's degree,free/reduced,completed,married,regularly,yes,2,private,< 5,61,70,69
327,female,group A,high school,standard,none,single,regularly,no,1,school_bus,> 10,70,78,78
328,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,1,school_bus,< 5,62,67,60
329,female,group B,bachelor's degree,standard,none,married,regularly,no,3,school_bus,> 10,73,77,75
330,male,group D,bachelor's degree,standard,completed,divorced,sometimes,no,1,school_bus,< 5,95,93,91
331,female,group B,bachelor's degree,free/reduced,none,single,sometimes,yes,1,private,< 5,36,46,43
332,male,group C,high school,free/reduced,completed,single,regularly,yes,1,school_bus,> 10,57,53,52
333,female,group A,bachelor's degree,standard,none,single,regularly,yes,3,school_bus,< 5,77,79,82
334,male,group C,master's degree,free/reduced,none,married,regularly,no,2,private,> 10,65,63,66
335,female,group C,High School,free/reduced,none,married,sometimes,no,3,school_bus,> 10,53,66,58
336,male,group B,High School,standard,completed,single,never,no,2,private,< 5,54,56,57
337,female,group A,High School,free/reduced,completed,single,sometimes,yes,0,school_bus,> 10,59,81,79
338,female,group C,bachelor's degree,standard,none,married,sometimes,no,1,private,< 5,70,77,76
339,female,group C,bachelor's degree,standard,none,single,regularly,no,3,private,> 10,38,48,50
340,male,group C,High School,standard,none,married,sometimes,no,3,private,> 10,57,47,44
341,female,group D,associate's degree,standard,none,married,regularly,yes,0,school_bus,< 5,74,80,82
342,female,group C,associate's degree,free/reduced,completed,married,sometimes,yes,1,school_bus,< 5,46,67,62
343,male,group B,bachelor's degree,standard,completed,married,sometimes,yes,0,school_bus,< 5,64,63,54
344,male,group B,bachelor's degree,free/reduced,completed,married,never,no,1,private,< 5,51,61,59
345,female,group B,master's degree,standard,completed,divorced,sometimes,yes,0,school_bus,< 5,65,82,83
346,male,group E,bachelor's degree,standard,none,married,regularly,yes,3,school_bus,< 5,99,83,81
347,female,group A,master's degree,standard,none,married,never,yes,2,private,< 5,76,92,93
348,male,group C,master's degree,free/reduced,none,divorced,regularly,no,2,private,< 5,75,79,72
349,male,group B,master's degree,standard,none,married,sometimes,yes,0,private,> 10,87,77,72
350,female,group D,high school,free/reduced,none,married,regularly,yes,2,school_bus,< 5,70,81,85
351,female,group B,master's degree,free/reduced,completed,divorced,sometimes,yes,2,school_bus,> 10,66,91,87
352,female,group E,high school,free/reduced,completed,divorced,regularly,yes,1,private,> 10,72,88,84
353,male,group A,bachelor's degree,standard,completed,divorced,never,yes,0,school_bus,< 5,57,61,58
354,male,group B,bachelor's degree,standard,none,married,sometimes,yes,0,private,> 10,93,84,78
355,female,group C,bachelor's degree,standard,completed,married,regularly,no,1,school_bus,< 5,86,86,92
356,male,group D,master's degree,free/reduced,completed,single,sometimes,yes,1,school_bus,< 5,66,69,70
357,female,group E,associate's degree,standard,none,married,never,no,3,school_bus,< 5,79,80,81
358,female,group D,bachelor's degree,free/reduced,none,divorced,sometimes,yes,2,private,> 10,63,73,73
359,female,group E,High School,standard,completed,married,sometimes,no,2,private,> 10,80,95,93
360,male,group C,bachelor's degree,free/reduced,completed,divorced,regularly,yes,5,school_bus,> 10,95,92,90
361,male,group B,master's degree,free/reduced,none,married,regularly,no,2,private,< 5,51,56,53
362,female,group C,bachelor's degree,standard,none,single,never,yes,2,school_bus,< 5,53,54,59
363,male,group D,master's degree,standard,none,single,sometimes,yes,1,school_bus,> 10,75,71,78
364,male,group B,High School,standard,none,single,never,yes,1,school_bus,< 5,67,73,67
365,male,group C,High School,standard,completed,divorced,never,no,3,private,> 10,85,74,78
366,male,group D,associate's degree,standard,completed,married,regularly,yes,5,school_bus,< 5,87,77,80
367,male,group D,master's degree,free/reduced,none,divorced,regularly,yes,1,private,< 5,52,65,69
368,male,group C,associate's degree,standard,none,married,sometimes,yes,3,private,> 10,75,68,73
369,female,group D,associate's degree,standard,none,married,sometimes,yes,0,private,< 5,65,80,79
370,male,group C,High School,standard,none,married,sometimes,no,1,school_bus,< 5,57,50,49
371,female,group C,High School,standard,none,married,sometimes,no,4,school_bus,> 10,51,63,65
372,female,group E,associate's degree,free/reduced,none,married,regularly,yes,1,school_bus,> 10,63,81,66
373,female,group D,High School,standard,none,married,regularly,no,3,school_bus,> 10,72,84,81
374,male,group C,associate's degree,standard,none,married,never,no,3,school_bus,< 5,62,58,51
375,male,group B,high school,standard,none,married,sometimes,no,2,private,< 5,38,23,27
376,male,group D,master's degree,standard,completed,divorced,sometimes,yes,3,private,> 10,100,99,100
377,female,group A,bachelor's degree,standard,none,married,sometimes,yes,0,private,> 10,55,62,56
378,male,group A,associate's degree,free/reduced,none,married,regularly,no,3,private,< 5,40,42,38
379,female,group C,high school,standard,none,married,never,yes,2,private,< 5,54,65,62
380,male,group D,associate's degree,standard,none,widowed,regularly,yes,1,school_bus,> 10,75,73,67
381,male,group B,associate's degree,free/reduced,none,divorced,sometimes,no,1,school_bus,< 5,45,37,38
382,male,group D,associate's degree,standard,completed,divorced,sometimes,no,2,private,> 10,49,51,57
383,male,group E,High School,free/reduced,none,divorced,sometimes,no,3,school_bus,> 10,47,49,46
384,female,group D,bachelor's degree,free/reduced,completed,married,sometimes,no,2,school_bus,< 5,55,64,65
385,female,group C,high school,standard,completed,married,regularly,yes,1,school_bus,> 10,97,98,100
386,male,group C,High School,standard,completed,married,regularly,no,2,school_bus,> 10,73,72,69
387,female,group D,High School,standard,completed,married,sometimes,no,1,private,< 5,85,97,98
388,male,group B,High School,standard,none,married,sometimes,no,4,school_bus,> 10,60,60,51
389,female,group C,associate's degree,standard,completed,married,regularly,yes,2,school_bus,> 10,83,99,97
390,female,group B,High School,standard,completed,divorced,sometimes,no,3,private,> 10,79,89,90
391,female,group B,bachelor's degree,standard,none,single,regularly,yes,5,school_bus,> 10,48,66,66
392,female,group D,bachelor's degree,standard,none,divorced,regularly,yes,1,school_bus,< 5,79,84,94
393,female,group C,master's degree,standard,none,married,sometimes,yes,3,school_bus,> 10,77,89,87
394,female,group C,associate's degree,free/reduced,completed,married,regularly,yes,2,school_bus,< 5,58,62,66
395,male,group B,associate's degree,free/reduced,completed,married,regularly,no,2,private,> 10,53,56,52
396,male,group B,high school,free/reduced,none,married,sometimes,yes,2,school_bus,< 5,60,64,52
397,male,group D,high school,free/reduced,none,married,never,yes,2,school_bus,< 5,63,58,50
398,male,group C,associate's degree,standard,completed,married,sometimes,no,2,school_bus,> 10,66,64,65
399,female,group C,bachelor's degree,standard,none,married,never,yes,2,school_bus,> 10,55,60,60
400,male,group C,High School,standard,completed,married,sometimes,yes,2,school_bus,> 10,73,73,78
401,male,group C,bachelor's degree,free/reduced,completed,single,regularly,no,2,school_bus,< 5,70,78,71
402,male,group E,High School,standard,completed,married,regularly,no,1,school_bus,< 5,86,81,77
403,female,group C,bachelor's degree,standard,none,married,sometimes,yes,0,school_bus,< 5,80,88,85
404,female,group C,High School,free/reduced,completed,single,sometimes,yes,2,school_bus,< 5,54,60,57
405,female,group C,bachelor's degree,free/reduced,none,married,sometimes,no,2,private,> 10,52,55,57
406,male,group E,bachelor's degree,standard,none,married,sometimes,no,2,school_bus,< 5,80,62,63
407,male,group E,High School,standard,none,married,sometimes,no,1,school_bus,> 10,60,50,45
408,female,group C,bachelor's degree,standard,completed,single,regularly,yes,7,school_bus,> 10,90,100,100
409,female,group C,high school,standard,none,divorced,never,yes,4,school_bus,< 5,70,78,76
410,female,group E,associate's degree,standard,completed,married,sometimes,no,2,school_bus,< 5,81,86,84
411,male,group A,high school,standard,none,single,regularly,yes,1,school_bus,< 5,60,51,54
412,male,group D,High School,free/reduced,completed,single,sometimes,no,2,school_bus,< 5,77,70,68
413,female,group C,bachelor's degree,free/reduced,completed,widowed,sometimes,no,2,private,> 10,84,96,98
414,female,group D,high school,standard,completed,married,sometimes,yes,5,school_bus,> 10,92,92,99
415,male,group B,High School,free/reduced,none,single,sometimes,yes,1,private,> 10,30,21,17
416,female,group E,bachelor's degree,standard,none,divorced,sometimes,no,5,school_bus,< 5,89,95,90
417,female,group C,bachelor's degree,standard,none,married,regularly,no,2,private,< 5,53,55,54
418,female,group E,associate's degree,standard,completed,divorced,sometimes,yes,3,school_bus,< 5,95,98,98
419,female,group C,associate's degree,standard,none,single,sometimes,no,4,school_bus,< 5,64,75,69
420,male,group D,high school,free/reduced,none,married,regularly,no,1,private,< 5,49,41,36
421,male,group C,master's degree,standard,none,single,sometimes,yes,3,private,> 10,82,79,81
422,male,group E,high school,standard,none,divorced,sometimes,yes,3,private,< 5,92,91,83
423,male,group C,bachelor's degree,free/reduced,none,married,regularly,no,4,school_bus,< 5,73,74,76
424,female,group D,bachelor's degree,standard,completed,married,regularly,yes,5,private,> 10,82,84,97
425,female,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,1,private,< 5,51,61,57
426,male,group D,high school,standard,none,single,never,no,1,school_bus,> 10,66,55,57
427,male,group E,high school,standard,completed,married,sometimes,yes,2,school_bus,< 5,97,98,95
428,female,group B,associate's degree,standard,none,single,regularly,no,1,private,< 5,41,57,58
429,male,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,2,school_bus,< 5,56,54,50
430,female,group E,bachelor's degree,free/reduced,completed,widowed,sometimes,no,3,private,> 10,98,100,100
431,male,group B,associate's degree,standard,none,married,sometimes,yes,4,private,< 5,64,63,54
432,male,group C,associate's degree,standard,completed,married,regularly,no,1,private,> 10,76,63,69
433,female,group D,bachelor's degree,standard,completed,married,sometimes,yes,1,school_bus,< 5,83,87,94
434,female,group E,High School,standard,none,married,sometimes,yes,2,school_bus,> 10,53,48,55
435,male,group C,High School,standard,completed,married,sometimes,yes,6,private,< 5,67,58,54
436,male,group E,bachelor's degree,standard,none,single,sometimes,yes,1,private,< 5,93,81,78
437,female,group E,high school,standard,completed,married,never,yes,0,school_bus,< 5,68,80,82
438,male,group D,High School,standard,none,married,sometimes,yes,2,private,< 5,75,79,77
439,male,group E,high school,standard,none,widowed,regularly,yes,5,private,< 5,82,77,70
440,male,group A,High School,standard,none,single,sometimes,yes,0,private,< 5,40,31,27
441,male,group B,High School,standard,none,married,sometimes,yes,2,private,< 5,77,80,73
442,female,group E,High School,free/reduced,completed,single,regularly,yes,6,private,< 5,67,88,80
443,male,group B,associate's degree,standard,none,single,sometimes,no,5,school_bus,> 10,77,76,73
444,male,group C,associate's degree,standard,completed,single,never,yes,0,school_bus,< 5,77,77,74
445,female,group A,bachelor's degree,free/reduced,none,single,sometimes,yes,2,school_bus,< 5,56,68,60
446,male,group C,bachelor's degree,standard,none,divorced,never,yes,1,private,> 10,86,86,76
447,female,group D,associate's degree,standard,completed,married,regularly,yes,1,private,< 5,49,71,73
448,female,group C,high school,free/reduced,none,married,regularly,no,2,school_bus,> 10,33,53,48
449,female,group D,bachelor's degree,free/reduced,none,single,sometimes,yes,5,school_bus,< 5,47,52,54
450,female,group C,bachelor's degree,free/reduced,completed,single,regularly,yes,1,private,> 10,49,59,70
451,female,group D,High School,standard,none,single,sometimes,yes,2,private,> 10,87,92,90
452,female,group B,bachelor's degree,standard,completed,married,sometimes,yes,3,private,< 5,69,79,81
453,male,group C,master's degree,standard,none,single,regularly,yes,2,school_bus,< 5,88,87,80
454,male,group D,bachelor's degree,standard,none,single,regularly,no,1,school_bus,< 5,57,41,43
455,male,group C,bachelor's degree,standard,none,single,never,yes,0,school_bus,< 5,73,66,55
456,female,group C,associate's degree,standard,completed,married,sometimes,yes,3,school_bus,< 5,74,87,77
457,male,group D,master's degree,free/reduced,none,single,sometimes,yes,0,school_bus,< 5,61,64,57
